uri_inchikey,iupacName,prefLabel,prefLabel_en,altLabel,notation,definition,exactMatch,casNumber,ecNumber,pubchem,inScheme,source,validatie_status
IQVNEKKDSLOHHK-FNCQTZNRSA-N,"['N-[1,5-bis[4-(trifluoromethyl)phenyl]penta-1,4-dien-3-ylideneamino]-5,5-dimethyl-4,6-dihydro-1H-pyrimidin-2-amine', 'N-[[(1E,4E)-1,5-bis[4-(trifluoromethyl)phenyl]penta-1,4-dien-3-ylidene]amino]-5,5-dimethyl-4,6-dihydro-1H-pyrimidin-2-amine']",hydramethylnon,,,hydC1ynn,,,67485-29-4|70829-12-8,,compound:CID5281875,conceptscheme:chemische_stof,,status:todo
IQXHAJSMTNDJGA-UHFFFAOYSA-O,azanium;gold(1+);dicyanide,,Ammonium dicyanoaurate|CID 88446643,,,,,31096-40-9,250-464-5,compound:CID169255|compound:CID88446643,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IRCMYGHHKLLGHV-UHFFFAOYSA-N,"(2-ethoxy-3,3-dimethyl-2H-1-benzofuran-5-yl) methanesulfonate",ethofumesaat,,ethofumesate,etfmst,,wise:CAS_26225-79-6,26225-79-6,,compound:CID33360,conceptscheme:chemische_stof,,status:todo
IREIIHSSMVSVPX-UHFFFAOYSA-M,2-hydroxyethylazanium;2-hydroxypropanoate;phenylmercury(1+),,"Mercurate(1-), (2-aminoethanolato-N,O)(2-hydroxypropanoato-O1,O2)phenyl-, hydrogen",,,,,53404-70-9,,compound:CID18435199,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IRIAEXORFWYRCZ-UHFFFAOYSA-N,"O1-butyl O2-(phenylmethyl) benzene-1,2-dicarboxylate",benzylbutylftalaat,,butylbenzylftalaat,benzC4yFt,,wise:CAS_85-68-7,58128-78-2|85-68-7,,compound:CID2347,conceptscheme:chemische_stof,,status:todo
IRJAKLWLRRPGDN-UHFFFAOYSA-L,hydrogen arsorate;mercury(2+),,Mercuric arsenate,,,,,7784-37-4,232-062-1,compound:CID90476459,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IRLYGRLEBKCYPY-UHFFFAOYSA-N,"2,5-DIMETHYLBENZENESULFONIC ACID","2,5-dimethylbenzeenesulfonzuur",,,25DC1yBensfz,,,81789-92-6|609-54-1,,compound:CID11868,conceptscheme:chemische_stof,,status:todo
IRMGVPILCPGYNQ-UHFFFAOYSA-M,dimethyl-di(tetradecyl)azanium bromide,dimethylditetradecylammonium bromide,,,DC1yDC14yNH4,,,68105-02-2,,compound:CID3017829,conceptscheme:chemische_stof,,status:todo
IROINLKCQGIITA-UHFFFAOYSA-N,"N-tert-butyl-N'-ethyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",terbutryn,,terbutrin,terbtn,,wise:CAS_886-50-0,886-50-0,,compound:CID13450,conceptscheme:chemische_stof,,status:todo
IRTXCPKNZUZNMH-UHFFFAOYSA-N,1-ethoxy-4-(7-methyloctyl)benzene,,Nonoxynol-1,,,,,37205-87-1,,compound:CID92035818,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IRUWXUXWIXDTAG-UHFFFAOYSA-L,"cadmium(2+);4-(2,4,4-trimethylpentan-2-yl)phenolate",,"Cadmium bis(p-(1,1,3,3-tetramethylbutyl)phenolate)",,,,,93894-09-8,299-704-0,compound:CID44146522,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IRVWXMZGFMXUGW-RWUXNGIBSA-L,nickel(2+);(E)-3-phenylprop-2-enoate,,"cinnamic acid, nickel(ii) salt",,,,,63938-16-9,,compound:CID6434771,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ISAVYTVYFVQUDY-UHFFFAOYSA-N,"4-(2,4,4-trimethylpentan-2-yl)phenol",4-tertiair-octylfenol,,4-tert-octylfenol,4ttC8yFol,,wise:CAS_140-66-9,140-66-9|85771-77-3|37769-53-2,,compound:CID8814,conceptscheme:chemische_stof,,status:todo
ISEQAARZRCDNJH-UHFFFAOYSA-N,"1,3-diaza-2-azonia-4lambda2-plumbacyclobuta-1,2-diene;azide|diazidolead|lead(2+);diazide",,Bleiazid|Lead azide|Lead(2+);diazide,,,,,13424-46-9,236-542-1,compound:CID14123335|compound:CID23623736|compound:CID61600,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ISERORSDFSDMDV-UHFFFAOYSA-N,"2-[(2-chloroacetyl)-(2,6-diethylphenyl)amino]acetic acid",diethatyl,,,Dettl,,,38725-95-0,,compound:CID91627,conceptscheme:chemische_stof,,status:todo
ISEUFVQQFVOBCY-UHFFFAOYSA-N,"6-methoxy-N,N'-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",prometon,,,promtn,,wise:CAS_1610-18-0,1610-18-0|11126-75-3,,compound:CID4928,conceptscheme:chemische_stof,,status:todo
ISPBPZMSUYBPQH-UHFFFAOYSA-J,barium(2+);tetrachlorocadmium(2-),,Barium tetrachlorocadmate(2-),,,,,99587-10-7,308-988-8,compound:CID44145970,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ISPYQTSUDJAMAB-UHFFFAOYSA-N,2-Chlorophenol,2-chloorfenol,,,2ClFol,,wise:CAS_95-57-8,25167-80-0|95-57-8,,compound:CID7245,conceptscheme:chemische_stof,,status:todo
ISRUGXGCCGIOQO-UHFFFAOYSA-N,(2-propan-2-yloxyphenyl) N-methylcarbamate,propoxur,,,propxr,,,114-26-1,,compound:CID4944,conceptscheme:chemische_stof,,status:todo
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,PHENOL,fenol,,,Fol,,wise:CAS_108-95-2,27073-41-2|108-95-2|50356-25-7|63496-48-0|61788-41-8|1336-35-2|73607-76-8|8002-07-1|14534-23-7,,compound:CID996,conceptscheme:chemische_stof,,status:todo
ISXSCDLOGDJUNJ-UHFFFAOYSA-N,tert-butyl prop-2-enoate,tertiair-butylacrylaat,,,ttC4yaclt,,,1663-39-4|782475-36-9,,compound:CID15458,conceptscheme:chemische_stof,,status:todo
ISYUCUGTDNJIHV-UHFFFAOYSA-N,propyl 2-bromoacetate,,"Acetic acid, bromo-, propyl ester",,,,,35223-80-4,679-467-3,compound:CID141981,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ITHIMUMYFVCXSL-UHFFFAOYSA-P,diazanium;hexafluorosilicon(2-),,Ammonium silicofluoride,,,,,16919-19-0,240-968-3,compound:CID28145,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ITKAIUGKVKDENI-UHFFFAOYSA-N,"5-chloro-N-[2-[4-(2-ethoxyethyl)-2,3-dimethylphenoxy]ethyl]-6-ethylpyrimidin-4-amine",pyrimidifen,,,pyrmdfn,,,105779-78-0,,compound:CID6451139,conceptscheme:chemische_stof,,status:todo
ITPDYQOUSLNIHG-UHFFFAOYSA-N,"(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone;hydrochloride|(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone;hydron;chloride|2-[4-(2-butyl-1-benzofuran-3-carbonyl)-2,6-diiodophenoxy]ethyl-diethylazanium;chloride",,"2-[4-(2-Butyl-1-benzofuran-3-carbonyl)-2,6-diiodophenoxy]ethyl-diethylazanium;chloride|Amiodarone Hydrochloride|CID 657191",,,,,19774-82-4,243-293-2,compound:CID29770|compound:CID441325|compound:CID657191,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ITQTTZVARXURQS-UHFFFAOYSA-N,3-Methylpyridine,3-methylpyridine,,,3C1yprdne,,,108-99-6|61204-14-6|82005-08-1,,compound:CID7970,conceptscheme:chemische_stof,,status:todo
ITQVEYJXZXMBTR-UHFFFAOYSA-L,cadmium(2+);dodecanoate,,Cadmium laurate,,,,,101012-89-9|2605-44-9,220-017-9|309-789-9,compound:CID197005,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ITVQAKZNYJEWKS-UHFFFAOYSA-N,"N-(cyclopropylmethyl)-2,6-dinitro-N-propyl-4-(trifluoromethyl)aniline",profluraline,,,profrlne,,,26399-36-0|11096-25-6|12676-46-9|52002-14-9,,compound:CID33500,conceptscheme:chemische_stof,,status:todo
IUBSYMUCCVWXPE-UHFFFAOYSA-N,1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol,metoprolol,,,metpll,,wise:CAS_37350-58-6,37350-58-6|54163-88-1|51384-51-1,,compound:CID4171,conceptscheme:chemische_stof,,status:todo
IUJCUHZTPCIQQT-UHFFFAOYSA-L,"nickel(2+);1-[[6-[(2-oxidonaphthalen-1-yl)methylideneamino]-2-oxo-1,3-dihydrobenzimidazol-5-yl]iminomethyl]naphthalen-2-olate",,"(1,3-Dihydro-5,6-bis(((2-hydroxy-1-naphthyl)methylene)amino)-2H-benzimidazol-2-onato(2-)-N5,N6,O5,O6)nickel",,,,,42844-93-9,255-965-2,compound:CID154702798|compound:CID170690,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IUJDSEJGGMCXSG-UHFFFAOYSA-N,"5-ethyl-5-pentan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione",thiopental,,,toptl,,,59709-53-4|76-75-5,,compound:CID1244,conceptscheme:chemische_stof,,status:todo
IUMSDRXLFWAGNT-UHFFFAOYSA-N,"2,2,4,4,6,6,8,8,10,10,12,12-dodecamethyl-1,3,5,7,9,11-hexaoxa-2,4,6,8,10,12-hexasilacyclododecane",,Dodecamethylcyclohexasiloxane,,,,,540-97-6,208-762-8,compound:CID10911,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IUNOSRQOHMZWDS-UHFFFAOYSA-N,2-ethylhexan-1-olate;lead(2+),,Lead bis(2-ethylhexanolate),,,,,93840-04-1,298-879-0,compound:CID44146962,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IUTPYMGCWINGEY-UHFFFAOYSA-N,"1,2,4-trichloro-5-(3,4-dichlorophenyl)benzene","2,3',4,4',5-pentachloorbifenyl",,"2,3',4,4',5-pentachloorbifenyl (pcb118)|PCB 118|pcb 118",PCB118,,wise:CAS_31508-00-6,31508-00-6,,compound:CID35823,conceptscheme:chemische_stof,,status:todo
IUYHQGMDSZOPDZ-UHFFFAOYSA-N,"1,2,3-trichloro-4-phenylbenzene","2,3,4-trichloorbifenyl",,,PCB21,,,55702-46-0|25323-68-6,,compound:CID41541,conceptscheme:chemische_stof,,status:todo
IUZFQERQUZLNKQ-UHFFFAOYSA-N,3-[3-[4-(4-bromophenyl)phenyl]-3-hydroxy-1-phenylpropyl]-2-hydroxychromen-4-one,bromadiolon,,,bromdoln,,,28772-56-7,,compound:CID34322,conceptscheme:chemische_stof,,status:todo
IVDRCZNHVGQBHZ-UHFFFAOYSA-N,"2-butoxyethyl 2-(3,5,6-trichloropyridin-2-yl)oxyacetate",triclopyr-butoxyethylester,,,TcpC4OxC2yEs,,,64470-88-8|64700-56-7,,compound:CID47455,conceptscheme:chemische_stof,,status:todo
IVENSCMCQBJAKW-UHFFFAOYSA-N,"6-Chloro-N-ethyl-1,3,5-triazine-2,4-diamine",desisopropylatrazine,,,desiC3yatzne,,wise:CAS_1007-28-9,1007-28-9,,compound:CID13878,conceptscheme:chemische_stof,,status:todo
IVJISJACKSSFGE-UHFFFAOYSA-N,"formaldehyde; 1,3,5-triazine-2,4,6-triamine","melamine, polymeer met formaldehyde en methanol",,,melmnplmmfAh,,,68036-97-5|68002-20-0|68955-24-8|68002-24-4|68002-21-1|59588-08-8|68037-27-4|68511-75-1|59588-07-7|68002-25-5|68511-73-9,,compound:CID93374,conceptscheme:chemische_stof,,status:todo
IVMYJDGYRUAWML-UHFFFAOYSA-N,cobalt(2+);oxygen(2-)|oxocobalt,,Cobalt(2+);oxygen(2-)|Cobalt(II) oxide,,,,,1307-96-6,215-154-6,compound:CID14786|compound:CID9942118,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IVSZLXZYQVIEFR-UHFFFAOYSA-N,"1,3-Dimethylbenzene",meta-xyleen,,"1,3-xyleen|m-xyleen|1,3-Dimethylbenzeen",13xyln,,wise:CAS_108-38-3,108-38-3,,compound:CID7929,conceptscheme:chemische_stof,,status:todo
IVUXTESCPZUGJC-UHFFFAOYSA-N,"3-[4-(4-chlorophenoxy)phenyl]-1,1-dimethylurea",chlooroxuron,,,Cloxrn,,,1982-47-4,,compound:CID16115,conceptscheme:chemische_stof,,status:todo
IWDCLRJOBJJRNH-UHFFFAOYSA-N,4-Methylphenol,4-methylfenol,,4-methylfenol (p-cresol)|p-cresol,pcresl|scresl,,wise:CAS_106-44-5,72269-62-6|2876-02-0|1319-77-3|106-44-5,,compound:CID2879,conceptscheme:chemische_stof,,status:todo
IWDQPCIQCXRBQP-UHFFFAOYSA-M,sodium N-(4-dimethylaminophenyl)iminosulfamate,fenaminosulf,,,fenmnsf,,,150-70-9|140-56-7,,compound:CID8807,conceptscheme:chemische_stof,,status:todo
IWEDIXLBFLAXBO-UHFFFAOYSA-N,"3,6-dichloro-2-methoxybenzoic acid",dicamba,,,Dcba,,wise:CAS_1918-00-9,1918-00-9,217-635-6,compound:CID3030,conceptscheme:chemische_stof,,status:done08.2025
IXAXNVRGRAWTLA-UHFFFAOYSA-L,2-[[(Z)-[(3Z)-3-[1-cyano-2-(methylamino)-2-oxoethylidene]isoindol-2-id-1-ylidene]amino]carbamoyl]phenolate;nickel(2+),,2-[[(Z)-[(3Z)-3-[1-cyano-2-(methylamino)-2-oxoethylidene]isoindol-2-id-1-ylidene]amino]carbamoyl]phenolate;nickel(2+),,,,,85958-80-1,288-967-7,compound:CID131886160|compound:CID146014571,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IXBQSRWSVIBXNC-ANPQUZCZSA-N,"(2E)-9-[3-(diaminomethylideneamino)propyl]-2-ethylidene-12-[(1E,3E)-6-methoxy-3,5-dimethyl-7-phenylhepta-1,3-dienyl]-1,6,13-trimethyl-3,7,10,14,19-pentaoxo-1,4,8,11,15-pentazacyclononadecane-5,16-dicarboxylic acid",nodularin,,,nodlrn,,,118399-22-7,,compound:CID6437077,conceptscheme:chemische_stof,,status:todo
IXGYSIAVLHDIBR-UHFFFAOYSA-L,"1,3,2lambda4,4lambda2-dioxaselenaplumbetane 2-oxide|lead(2+);selenite",,Lead (II) selenite|Lead(2+) selenite,,,,,7488-51-9,231-300-1,compound:CID16684783|compound:CID25021836,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IXKVYSRDIVLASR-UHFFFAOYSA-N,"2,3-dioctylphenol","2,3-dioctylfenol",,,23DC8yFol,,,29988-16-7,,compound:CID121608,conceptscheme:chemische_stof,,status:todo
IXLCRBHDOFCYRY-UHFFFAOYSA-N,dioxido(dioxo)chromium;mercury(2+),,Mercury(II) chromate,,,,,13444-75-2,,compound:CID61602,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IXORZMNAPKEEDV-QTWFBFKQSA-N,"(1R,2R,5S,8S,9S,10R,12S)-5,12-dihydroxy-11-methyl-6-methylidene-16-oxo-15-oxapentacyclo[9.3.2.15,8.01,10.02,8]heptadec-13-ene-9-carboxylic acid",gibberellinezuur,,,gebbrlnzr,,,77-06-5,,compound:CID439551,conceptscheme:chemische_stof,,status:todo
IXQCUHNGHOHYSU-UHFFFAOYSA-O,azanium;selenous acid,,"Selenious acid, ammonium salt (2:1)",,,,,25425-97-2,,compound:CID73759928,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IXQGCWUGDFDQMF-UHFFFAOYSA-N,2-Ethylphenol,2-ethylfenol,,,2C2yFol,,,25429-37-2|90-00-6,,compound:CID6997,conceptscheme:chemische_stof,,status:todo
IXSZQYVWNJNRAL-UHFFFAOYSA-N,"4-(4-tert-butyl-2-ethoxyphenyl)-2-(2,6-difluorophenyl)-4,5-dihydro-1,3-oxazole",etoxazool,,,etxzl,,,153233-91-1,,compound:CID153974,conceptscheme:chemische_stof,,status:todo
IYAZLDLPUNDVAG-UHFFFAOYSA-N,"2-(benzotriazol-2-yl)-4-(2,4,4-trimethylpentan-2-yl)phenol",,Octrizole,,,,,3147-75-9,221-573-5,compound:CID62485,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IYBCULKOHOEVED-UHFFFAOYSA-L,azane;dichlorozinc;trihydrochloride|triazanium;dichlorozinc;trichloride|triazanium;zinc;pentachloride|zinc;azane;dichloride;trihydrochloride,,Ammonium ainc chloride|Ammonium pentachlorozincate|Triazanium;dichlorozinc;trichloride|ZINC;azane;dichloride;trihydrochloride,,,,,14639-98-6,238-688-1,compound:CID102600831|compound:CID11493111|compound:CID11551108|compound:CID170839634,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IYFXESRMJKRSNZ-UHFFFAOYSA-L,hydrogen carbonate;nickel(2+),,"Carbonic acid, nickel(2+) salt (2:1)",,,,,17237-93-3,,compound:CID13644056,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,"(2-butyl-1-benzofuran-3-yl)-[4-(2-diethylaminoethoxy)-3,5-diiodophenyl]methanone",amiodarone,,,amodne,,,1951-25-3,,compound:CID2157,conceptscheme:chemische_stof,,status:todo
IYJYQHRNMMNLRH-UHFFFAOYSA-N,sodium;dioxoalumanuide,natriumaluminaat,,,Naalmnt,,,1302-42-7|162264-71-3|11138-49-1|12393-50-9|180395-80-6|12598-12-8|7758-17-0,,compound:CID14766,conceptscheme:chemische_stof,,status:todo
IYPUMRHORYWLBJ-UHFFFAOYSA-H,sodium;arsenic(5+);hexafluoride,,Sodium;arsenic(5+);hexafluoride,,,,,12005-86-6,624-772-9,compound:CID202565,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IYXMNTLBLQNMLM-UHFFFAOYSA-N,"benzene-1,4-diamine dihydrochloride","1,4-diaminobenzeen dihydrochloride",,,14DAoBenDHCl,,,624-18-0,,compound:CID12205,conceptscheme:chemische_stof,,status:todo
IYYZUPMFVPLQIF-UHFFFAOYSA-N,dibenzothiophene,,Dibenzothiophene,,,,,132-65-0,205-072-9,compound:CID3023,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IYZWUWBAFUBNCH-UHFFFAOYSA-N,"1,3-dichloro-2-phenylbenzene","2,6-dichloorbifenyl",,,PCB10,,,33146-45-1,,compound:CID36342,conceptscheme:chemische_stof,,status:todo
IZEKFCXSFNUWAM-UHFFFAOYSA-N,"2-[[2-(bis(2-hydroxyethyl)amino)-4,8-di(piperidin-1-yl)pyrimido[6,5-e]pyrimidin-6-yl]-(2-hydroxyethyl)amino]ethanol",dipyridamol,,dipyramidol,Dpyrdml,,,58-32-2,,compound:CID3108,conceptscheme:chemische_stof,,status:todo
IZEZAMILKKYOPW-UHFFFAOYSA-N,"2,4-Dichloro-6-nitroaniline","2,4-dichloor-6-nitroaniline",,,24DCl6NO2An,,,2683-43-4,,compound:CID75893,conceptscheme:chemische_stof,,status:todo
IZFQCEZFGCMHOM-UHFFFAOYSA-N,"1,2,3-tribromo-4-(2,4,5-tribromophenoxy)benzene",,"2,2',3,4,4',5'-Hexabromodiphenyl Ether",,,,,182677-30-1,621-550-3,compound:CID15254861,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IZFZCMFMJKDHJZ-UHFFFAOYSA-N,"N2,3-di(phenyl)-N4,N5-bis(trifluoromethyl)-1,3-thiazolidine-2,4,5-triimine",flubenzimine,,,flubzmne,,,37893-02-0,,compound:CID91625,conceptscheme:chemische_stof,,status:todo
IZGYEHWMAUNJHX-UHFFFAOYSA-N,diiodo(phenyl)arsane,,"Arsonous diiodide, As-phenyl-",,,,,6380-34-3,228-965-5,compound:CID80793,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IZHZFAQWVKBTSL-UHFFFAOYSA-N,"1,2,2,3,10,11-hexachloropentacyclo[5.4.1.03,10.04,12.05,9]dodecan-8-one",endrin keton,,,,,,7378-10-1|53494-70-5,,compound:CID62060,conceptscheme:chemische_stof,,status:todo
IZIPRBSCGMISKX-UHFFFAOYSA-N,cadmium(2+);dinitrate|cadmium(2+);dinitrate;tetrahydrate,,Cadmium Nitrate|Cadmium nitrate tetrahydrate|Cd (N O3)2 (H2 O)4,,,,,10022-68-1|10325-94-7,233-710-6|638-751-7,compound:CID139088965|compound:CID25154|compound:CID56924536,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IZLVFLOBTPURLP-UHFFFAOYSA-N,2-Methoxy-4-nitrophenol,2-methoxy-4-nitrofenol,,,2C1ox4NO2Fol,,,3251-56-7,,compound:CID76738,conceptscheme:chemische_stof,,status:todo
IZLYISHTVAIWRJ-UHFFFAOYSA-F,nickel(2+);carbonate;hexahydroxide,,"Nickel, (carbonato(2-))hexahydroxytetra-",,,,,12334-31-5,,compound:CID72720469,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
IZNAUZVEFQFMON-UHFFFAOYSA-N,4-BUTOXYBUTANOIC ACID,4-butoxybutaanzuur,,,4C4oxC4azr,,,55724-73-7,,compound:CID41562,conceptscheme:chemische_stof,,status:todo
IZUKQUVSCNEFMJ-UHFFFAOYSA-N,"1,2-Dinitrobenzene","1,2-dinitrobenzeen",,,12DNO2Ben,,,528-29-0,,compound:CID10707,conceptscheme:chemische_stof,,status:todo
IZUPBVBPLAPZRR-UHFFFAOYSA-N,"2,3,4,5,6-Pentachlorophenol",pentachloorfenol,,,PeClFol,,wise:CAS_87-86-5,101802-54-4|39390-77-7|87-86-5,,compound:CID992,conceptscheme:chemische_stof,,status:todo
IZYSFFFJIOTJEV-UHFFFAOYSA-P,diazanium;dioxido(dioxo)tungsten,,Ammonium wolframate,,,,,11120-25-5,234-364-9,compound:CID3084095,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
JABXKQFARPNNPV-UHFFFAOYSA-N,dibenzoyloxylead|lead(2+);dibenzoate,,Dibenzoyloxylead|Lead benzoate,,,,,873-54-1,212-841-2,compound:CID16700267|compound:CID57351454,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
JAHJITLFJSDRCG-UHFFFAOYSA-N,"1,2,3,4,5-pentachloro-6-(2,3,4-trichlorophenyl)benzene","2,2',3,3',4,4',5,6-octachloorbifenyl",,,PCB195,,,55722-26-4|31472-83-0|11064-17-8|52663-78-2,,compound:CID40485,conceptscheme:chemische_stof,,status:todo
JANBFCARANRIKJ-UHFFFAOYSA-N,"bis(3-methylbutyl) benzene-1,2-dicarboxylate",di-isopentylftalaat,,,,,,605-50-5,,compound:CID69059,conceptscheme:chemische_stof,,status:todo
JARKCYVAAOWBJS-UHFFFAOYSA-N,Hexanal,hexanal,,,C6al,,,66-25-1,,compound:CID6184,conceptscheme:chemische_stof,,status:todo
JARYYMUOCXVXNK-CSLFJTBJSA-N,"(2R,3R,4S,5S,6R)-2-[(1R,2R,3S,4S,6R)-2,3-dihydroxy-6-(hydroxymethyl)-4-[[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)-1-cyclohex-2-enyl]amino]cyclohexyl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",validamycine,,,valdmcne,,,37248-47-8,,compound:CID443629,conceptscheme:chemische_stof,,status:todo
JAWPQJDOQPSNIQ-UHFFFAOYSA-N,2-azaspiro[4.5]decan-3-one,gabapentine-lactam,,,gabptnltm,,,64744-50-9,,compound:CID47457,conceptscheme:chemische_stof,,status:todo
JAZBEHYOTPTENJ-JLNKQSITSA-N,"(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoic acid","cis-5,8,11,14,17-eicosapentaeenzuur",,,cC20aPezr,,,10417-94-4|25377-48-4,,compound:CID446284,conceptscheme:chemische_stof,,status:todo
JAZJVWLGNLCNDD-UHFFFAOYSA-N,"(2,5-dichloro-4-methylsulfanylphenoxy)-diethoxy-sulfanylidenephosphorane",chloorthiofos I,,chloorthiofos i,CltofsI,,,21923-23-9|51052-59-6,,compound:CID30859,conceptscheme:chemische_stof,,status:todo
JBCUKQQIWSWEOK-UHFFFAOYSA-N,2-phenylsulfonylaniline,2-(fenylsulfonyl)aniline,,,2FysfnAn,,,4273-98-7,,compound:CID77956,conceptscheme:chemische_stof,,status:todo
JBDHZKLJNAIJNC-LLVKDONJSA-N,prop-2-ynyl (2R)-2-[4-(5-chloro-3-fluoropyridin-2-yl)oxyphenoxy]propanoate,clodinafop-propargyl,,,clodnfppgl,,,126572-25-6|126301-94-8|105512-06-9,,compound:CID92431,conceptscheme:chemische_stof,,status:todo
JBIJLHTVPXGSAM-UHFFFAOYSA-N,naphthalen-2-amine,2-naftylamine,,2-aminonaftaleen,2AoNaf,,,91-59-8,,compound:CID7057,conceptscheme:chemische_stof,,status:todo
JBIQRNWCAGLZMY-UHFFFAOYSA-K,aluminum;azanium;fluoride;phosphate,,"Aluminate(2-), difluoro[phosphato(3-)-kappaO]-, ammonium hydrogen (1:1:1)",,,,,11095-65-1,,compound:CID16204947|compound:CID170853454,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
JBIROUFYLSSYDX-UHFFFAOYSA-M,benzyl-dodecyl-dimethylazanium chloride,dodecyldimethylbenzylammoniumchloride,,,DDBAC,,,10328-35-5|51796-11-3|95078-12-9|107397-84-2|8038-88-8|67377-59-7|78565-22-7|139-07-1,,compound:CID8753,conceptscheme:chemische_stof,,status:todo
JBKVHLHDHHXQEQ-UHFFFAOYSA-N,azepan-2-one,epsilon-caprolactam,,,ecapltm,,,168214-28-6|34876-18-1|117955-36-9|2953-03-9|105-60-2|32838-23-6|32838-21-4,,compound:CID7768,conceptscheme:chemische_stof,,status:todo
JBRZTFJDHDCESZ-UHFFFAOYSA-N,arsenic;gallium|gallanylidynearsane,,Arsenic;gallium|Gallium arsenide,,,,,1303-00-0,215-114-8,compound:CID14770|compound:CID25032019,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
JBUKJLNBQDQXLI-UHFFFAOYSA-N,"disodium;3,3,6,6-tetrahydroxy-1,2,4,5-tetraoxa-3,6-diboranuidacyclohexane",,Disodium tetrahydroxidodi-mu-peroxido-diborate,,,,,15120-21-5,239-172-9,compound:CID5460514,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
JBXZCPXEYAEMJS-UHFFFAOYSA-N,"2,5-Dichloro-4-nitroaniline","2,5-dichloor-4-nitroaniline",,,25DCl4NO2An,,,6627-34-5,,compound:CID23108,conceptscheme:chemische_stof,,status:todo
JCAULFRGWRHHIG-UHFFFAOYSA-N,"1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-henicosafluorodecane",,Perflubrodec,,,,,307-43-7,206-201-1,compound:CID9389,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
JCDWETOKTFWTHA-UHFFFAOYSA-N,methylsulfonylbenzene,methylfenylsulfon,,,C1yFysfn,,,3112-85-4,,compound:CID18369,conceptscheme:chemische_stof,,status:todo
